,Time,Group,Played Before,Explanation Reason,Explanation Counterfactual,Question Context,Question Text,Answer 1,Answer 2,Answer 3,True Action,True Target,Explanation Variable,Explanation Target,Answer Action 1,Answer Action 2,Answer Action 3,Answer Target 1,Answer Target 2,Answer Target 3,Correct Answer,User Answer,User Correct
53,1709640981962553978,2,False,He intentat que algú em parlés perquè la Persona A mirava lluny de mi.,"Si Persona A em mirés una mica, hauria intentat que la Persona A em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més.",Què creus que faria si en Bob mirés lluny de mi?,Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Mutual Gaze,voysd,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,voysd,None,NEWPERSON,2,1,False
54,1709634256747862577,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob estigués interessada en mi?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,Intentaré que algú em parli,ELICIT_GENERAL,None,Engagement Value,utitg,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,NEWPERSON,utitg,None,1,1,True
55,1709719412889232635,1,True,He intentat parlar amb la Persona B perquè la Persona B estava a menys de 5m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 0.5m de mi, i més aprop que ningú més?",Intentaré parlar amb en Bob,Intentaré que algú em parli,Intentaré parlar amb la Persona B,ELICIT_TARGET,sfxgo,Distance,sfxgo,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,NEWPERSON,None,sfxgo,1,1,True
56,1709644725196688414,2,False,He intentat que algú em parlés perquè la Persona A no estava gens interessada en mi.,"Si Persona A estigués una mica interessada en mi, hauria intentat que la Persona A em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob no estigués interessada en mi?,Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Engagement Value,pxobb,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,pxobb,None,NEWPERSON,3,3,True
57,1709551641076767445,1,False,He intentat que algú em parlés perquè la Persona A no estava gens interessada en mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob no estigués gens interessada en mi?,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré que algú em parli,ELICIT_GENERAL,None,Engagement Value,owdng,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,owdng,NEWPERSON,None,3,4,False
58,1709551728498090506,2,False,He intentat parlar amb la Persona A perquè estava segura de la meva detecció de l'esquelet de la Persona A.,"Si estigués molt insegura de la meva detecció de l'esquelet de Persona A, hauria intentat que algú em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si estigués molt segura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,Intentaré que algú em parli,ELICIT_TARGET,athjv,Pose Estimation Confidence,athjv,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,NEWPERSON,athjv,None,1,4,False
59,1709548793129464388,2,True,He intentat parlar amb la Persona A perquè la Persona A estava a menys de 5m de mi.,"Si Persona A estigués a més de 5m de mi, hauria intentat que algú em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 2m de mi, i més lluny que ningú més?",Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_TARGET,tfiao,Distance,tfiao,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,tfiao,None,NEWPERSON,3,4,False
60,1709549089830334902,0,False,He intentat parlar amb la Persona A.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi i em mirés directament.",Què creus que faria si no estigués segura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,Intentaré parlar amb la Persona B,ELICIT_TARGET,rmmdq,Pose Estimation Confidence,rmmdq,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,NEWPERSON,rmmdq,dnora,1,2,False
61,1709817141447113752,1,True,He intentat parlar amb la Persona A perquè estava segura de la meva detecció de l'esquelet de la Persona A.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi i em mirés directament.",Què creus que faria si estigués molt segura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona C,Intentaré parlar amb la Persona B,ELICIT_TARGET,wlsai,Pose Estimation Confidence,wlsai,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,NEWPERSON,omvvk,zyfer,1,1,True
62,1709723842241985798,2,False,He intentat que algú em parlés perquè la Persona A i jo no ens miràvem directament.,"Si Persona A i jo ens miréssim directament, hauria intentat que la Persona A em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més.",Què creus que faria si en Bob mirés lluny de mi?,Intentaré parlar amb la Persona B,Intentaré que algú em parli,Intentaré parlar amb la Persona A,ELICIT_GENERAL,None,Mutual Gaze,trqem,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,hubef,None,trqem,2,3,False
63,1709655553844096661,1,True,He intentat que algú em parlés perquè la Persona A estava a més de 1m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a un 1m de mi, i més aprop que ningú més?",Intentaré que algú em parli,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Distance,mzwpt,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,mzwpt,NEWPERSON,3,3,True
64,1709557498248427391,1,False,He intentat parlar amb la Persona A perquè la Persona A estava a menys de 5m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 0.1m de mi, i més aprop que ningú més?",Intentaré parlar amb la Persona G,Intentaré parlar amb en Bob,Intentaré que algú em parli,ELICIT_TARGET,vphyz,Distance,vphyz,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,pmtde,NEWPERSON,None,2,2,True
65,1709557778141240835,2,False,He intentat que algú em parlés perquè la Persona A mirava lluny de mi.,"Si Persona A em mirés una mica, hauria intentat que la Persona A em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més.",Què creus que faria si en Bob em mirés una mica?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,Intentaré que algú em parli,ELICIT_GENERAL,None,Mutual Gaze,bmnak,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,NEWPERSON,bmnak,None,1,4,False
66,1709739187783439875,1,False,He intentat parlar amb la Persona C perquè la Persona C estava a menys de 3m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 6m de mi, i més lluny que ningú més?",Intentaré parlar amb la Persona C,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_TARGET,dofcu,Distance,dofcu,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,dofcu,None,NEWPERSON,1,1,True
67,1709739248979174614,2,False,He intentat que algú em parlés perquè la Persona G no estava gens interessada en mi.,"Si Persona G estigués una mica interessada en mi, hauria intentat que la Persona G em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob estigués interessada en mi?,Intentaré que algú em parli,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona G,ELICIT_GENERAL,None,Engagement Value,ylxgw,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,NEWPERSON,ylxgw,2,2,True
68,1709739333158355713,0,True,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si no estigués segura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona C,ELICIT_GENERAL,None,Pose Estimation Confidence,vxyyu,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,ykmce,NEWPERSON,vxyyu,2,3,False
69,1709646251391817093,1,False,He intentat que algú em parlés perquè la Persona A no estava gens interessada en mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob no estigués gens interessada en mi?,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré que algú em parli,ELICIT_GENERAL,None,Engagement Value,txrtk,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,txrtk,NEWPERSON,None,3,2,False
70,1709646380408337593,2,True,He intentat parlar amb la Persona A perquè estava segura de la meva detecció de l'esquelet de la Persona A.,"Si estigués molt insegura de la meva detecció de l'esquelet de Persona A, hauria intentat que algú em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si estigués molt segura de la meva detecció de l'esquelet de en Bob?,Intentaré que algú em parli,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,ELICIT_TARGET,xkxem,Pose Estimation Confidence,xkxem,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,xkxem,NEWPERSON,3,3,True
71,1709643642208669186,0,False,He intentat parlar amb la Persona A.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi i em mirés directament.",Què creus que faria si estigués molt insegura de la meva detecció de l'esquelet de en Bob?,Intentaré que algú em parli,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,ELICIT_TARGET,ivkqq,Pose Estimation Confidence,ivkqq,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,ivkqq,NEWPERSON,2,3,False
72,1709643883700329781,1,False,He intentat que algú em parlés perquè la Persona B no estava gens interessada en mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi i em mirés directament.",Què creus que faria si en Bob estigués molt interessada en mi?,Intentaré parlar amb la Persona A,Intentaré parlar amb la Persona C,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Engagement Value,nulyl,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,rvqhz,jwtcc,NEWPERSON,3,1,False
73,1709732987467273235,2,False,He intentat que algú em parlés perquè la Persona B i jo no ens miràvem directament.,"Si Persona B i jo ens miréssim directament, hauria intentat que la Persona B em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més.",Què creus que faria si en Bob mirés lluny de mi?,Intentaré parlar amb la Persona B,Intentaré parlar amb la Persona A,Intentaré que algú em parli,ELICIT_GENERAL,None,Mutual Gaze,vqdsp,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,vqdsp,pqclx,None,3,3,True
74,1709733644546606779,1,False,He intentat que algú em parlés perquè la Persona B no estava gens interessada en mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob no estigués gens interessada en mi?,Intentaré parlar amb en Bob,Intentaré que algú em parli,Intentaré parlar amb la Persona B,ELICIT_GENERAL,None,Engagement Value,kuxdu,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,NEWPERSON,None,kuxdu,2,2,True
75,1709655708742756844,2,False,He intentat parlar amb la Persona A perquè estava segura de la meva detecció de l'esquelet de la Persona A.,"Si estigués molt insegura de la meva detecció de l'esquelet de Persona A, hauria intentat que algú em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si estigués molt insegura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb en Bob,Intentaré que algú em parli,Intentaré parlar amb la Persona A,ELICIT_TARGET,ueuvx,Pose Estimation Confidence,ueuvx,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,NEWPERSON,None,ueuvx,3,2,False
76,1709554052873074770,0,False,He intentat parlar amb la Persona B.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si no estigués segura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb la Persona A,Intentaré parlar amb la Persona B,Intentaré parlar amb en Bob,ELICIT_TARGET,jksmw,Pose Estimation Confidence,jksmw,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,kyjsa,jksmw,NEWPERSON,3,2,False
77,1709723353606040716,1,False,He intentat que algú em parlés perquè la Persona A i jo no ens miràvem directament.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més.",Què creus que faria si en Bob no em mirés?,Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Mutual Gaze,dfrwe,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,dfrwe,None,NEWPERSON,2,4,False
78,1709552400762489319,0,False,He intentat parlar amb la Persona B.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més.",Què creus que faria si en Bob no em mirés?,Intentaré parlar amb en Bob,Intentaré que algú em parli,Intentaré parlar amb la Persona B,ELICIT_TARGET,hlkop,Mutual Gaze,hlkop,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,NEWPERSON,None,hlkop,3,1,False
79,1709552642156976223,1,False,He intentat que algú em parlés perquè la Persona A i jo no ens miràvem directament.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més.",Què creus que faria si en Bob i jo ens miréssim directament?,Intentaré parlar amb en Bob,Intentaré que algú em parli,Intentaré parlar amb la Persona A,ELICIT_GENERAL,None,Mutual Gaze,xzffh,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,NEWPERSON,None,xzffh,1,1,True
80,1709821481552070618,1,True,He intentat que algú em parlés perquè la Persona A no estava gens interessada en mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob estigués interessada en mi?,Intentaré que algú em parli,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,ELICIT_GENERAL,None,Engagement Value,dvtrt,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,NEWPERSON,dvtrt,2,2,True
81,1709737459467417002,2,False,He intentat parlar amb la Persona A perquè estava segura de la meva detecció de l'esquelet de la Persona A.,"Si estigués molt insegura de la meva detecció de l'esquelet de Persona A, hauria intentat que algú em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si estigués molt segura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré que algú em parli,ELICIT_TARGET,iwhyx,Pose Estimation Confidence,iwhyx,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,iwhyx,NEWPERSON,None,2,4,False
82,1709719324811690807,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si no estigués segura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré que algú em parli,ELICIT_GENERAL,None,Pose Estimation Confidence,tebxa,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,tebxa,NEWPERSON,None,2,4,False
83,1709740584929533958,2,False,He intentat parlar amb la Persona A perquè la Persona A estava a menys de 3m de mi.,"Si Persona A estigués a més de 3m de mi, hauria intentat que algú em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 6m de mi, i més lluny que ningú més?",Intentaré parlar amb en Bob,Intentaré que algú em parli,Intentaré parlar amb la Persona A,ELICIT_TARGET,lbrss,Distance,lbrss,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,NEWPERSON,None,lbrss,3,3,True
84,1709738867141370535,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si estigués molt insegura de la meva detecció de l'esquelet de en Bob?,Intentaré que algú em parli,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Pose Estimation Confidence,jkcrp,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,jkcrp,NEWPERSON,1,3,False
85,1709722572400072336,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob no estigués interessada en mi?,Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Engagement Value,qdawh,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,qdawh,None,NEWPERSON,3,4,False
86,1709818345047289133,2,False,He intentat que algú em parlés perquè la Persona A no estava gens interessada en mi.,"Si Persona A estigués una mica interessada en mi, hauria intentat que la Persona A em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob no estigués gens interessada en mi?,Intentaré parlar amb en Bob,Intentaré que algú em parli,Intentaré parlar amb la Persona A,ELICIT_GENERAL,None,Engagement Value,ouatq,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,NEWPERSON,None,ouatq,2,2,True
87,1709813250212591410,0,False,He intentat parlar amb la Persona A.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més.",Què creus que faria si en Bob mirés lluny de mi?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,Intentaré que algú em parli,ELICIT_TARGET,yamef,Mutual Gaze,yamef,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,NEWPERSON,yamef,None,2,2,True
88,1709805084514459372,2,False,He intentat parlar amb la Persona B perquè la Persona B no mirava lluny de mi.,"Si Persona B mirés lluny de mi, hauria intentat que la Persona A em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més.",Què creus que faria si en Bob mirés lluny de mi?,Intentaré que algú em parli,Intentaré parlar amb la Persona A,Intentaré parlar amb la Persona B,ELICIT_TARGET,eeqxu,Mutual Gaze,eeqxu,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,jnmlf,eeqxu,3,4,False
89,1709718276667766571,2,False,He intentat que algú em parlés perquè la Persona A no em mirava.,"Si Persona A em mirés, hauria intentat que la Persona A em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més.",Què creus que faria si en Bob i jo ens miréssim directament?,Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Mutual Gaze,wgwpa,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,wgwpa,None,NEWPERSON,3,2,False
90,1709805279646764755,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob no estigués interessada en mi?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,Intentaré que algú em parli,ELICIT_GENERAL,None,Engagement Value,csitj,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,NEWPERSON,csitj,None,1,1,True
91,1709733247901808262,0,True,He intentat parlar amb la Persona A.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi i em mirés directament.",Què creus que faria si estigués molt insegura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb la Persona A,Intentaré parlar amb la Persona B,Intentaré que algú em parli,ELICIT_TARGET,betsb,Pose Estimation Confidence,betsb,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,betsb,wrjrn,None,1,1,True
92,1709643393914964199,2,False,He intentat que algú em parlés perquè la Persona B i jo no ens miràvem directament.,"Si Persona B i jo ens miréssim directament, hauria intentat que la Persona B em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més.",Què creus que faria si en Bob em mirés una mica?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona B,Intentaré parlar amb la Persona A,ELICIT_GENERAL,None,Mutual Gaze,ivhdd,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,NEWPERSON,ivhdd,livgm,1,4,False
93,1709547959532861948,1,False,He intentat que algú em parlés perquè la Persona A mirava lluny de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més.",Què creus que faria si en Bob no em mirés?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,Intentaré que algú em parli,ELICIT_GENERAL,None,Mutual Gaze,xxwhd,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,NEWPERSON,xxwhd,None,3,2,False
94,1709548005351275921,2,True,He intentat parlar amb la Persona B perquè estava segura de la meva detecció de l'esquelet de la Persona B.,"Si estigués molt insegura de la meva detecció de l'esquelet de Persona B, hauria intentat que algú em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si estigués molt segura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona B,ELICIT_TARGET,jyyvn,Pose Estimation Confidence,jyyvn,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,unwrx,NEWPERSON,jyyvn,2,1,False
95,1709548078030700684,0,False,He intentat parlar amb la Persona A.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi i em mirés directament.",Què creus que faria si en Bob no estigués gens interessada en mi?,Intentaré que algú em parli,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,ELICIT_TARGET,uwjgi,Engagement Value,uwjgi,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,uwjgi,NEWPERSON,2,3,False
96,1709546583777056456,1,False,He intentat que algú em parlés perquè la Persona D no estava gens interessada en mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si en Bob no estigués interessada en mi?,Intentaré parlar amb la Persona D,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,ELICIT_GENERAL,None,Engagement Value,buxgm,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,buxgm,NEWPERSON,iiqti,2,2,True
97,1709546702444710493,2,False,He intentat que algú em parlés perquè la Persona B estava a més de 1m de mi.,"Si Persona B estigués a menys de 1m de mi, hauria intentat que la Persona B em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a un 1m de mi, i més aprop que ningú més?",Intentaré que algú em parli,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona B,ELICIT_GENERAL,None,Distance,itfre,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,NEWPERSON,itfre,2,2,True
98,1709719942737168312,2,False,He intentat que algú em parlés perquè la Persona C no estava gens interessada en mi.,"Si Persona C estigués una mica interessada en mi, hauria intentat que la Persona C em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob no estigués gens interessada en mi?,Intentaré parlar amb en Bob,Intentaré que algú em parli,Intentaré parlar amb la Persona C,ELICIT_GENERAL,None,Engagement Value,frgan,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,NEWPERSON,None,frgan,2,1,False
99,1709720128739207983,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob no estigués gens interessada en mi?,Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb la Persona B,ELICIT_GENERAL,None,Engagement Value,arxan,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,arxan,None,zftim,2,1,False
100,1709730504571332455,0,True,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi.",Què creus que faria si en Bob no em mirés?,Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Mutual Gaze,rxcsq,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,rxcsq,None,NEWPERSON,2,3,False
101,1709827111172048569,1,False,He intentat parlar amb la Persona B perquè la Persona B estava a uns 2.0m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 2.5m de mi, i més lluny que ningú més?",Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré que algú em parli,ELICIT_TARGET,aazri,Distance,aazri,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,xmloz,NEWPERSON,None,2,4,False
102,1709545704533827782,0,False,He intentat parlar amb la Persona B.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi.",Què creus que faria si en Bob i jo ens miréssim directament?,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona B,ELICIT_TARGET,ukoqd,Mutual Gaze,ukoqd,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,ihzop,NEWPERSON,ukoqd,2,2,True
103,1709812835906005144,2,False,He intentat parlar amb la Persona A perquè estava segura de la meva detecció de l'esquelet de la Persona A.,"Si estigués molt insegura de la meva detecció de l'esquelet de Persona A, hauria intentat que algú em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si no estigués segura de la meva detecció de l'esquelet de en Bob?,Intentaré que algú em parli,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,ELICIT_TARGET,pxvmg,Pose Estimation Confidence,pxvmg,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,NEWPERSON,pxvmg,2,3,False
104,1709549455227975130,0,True,He intentat parlar amb la Persona B.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més.",Què creus que faria si en Bob mirés lluny de mi?,Intentaré parlar amb la Persona B,Intentaré parlar amb en Bob,Intentaré que algú em parli,ELICIT_TARGET,vxsst,Mutual Gaze,vxsst,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,vxsst,NEWPERSON,None,1,3,False
